,market,products,launch_stage,activity_level,activity_verified,pageviews,team_member,founded_by,revenue_stage,revenue_through,twitter_followers,amount_raised,company_website,description,name,founded,place,crunchbase_link,ranking
427,"'analytics', 'data', 'startups', 'big data', 'productivity'",'web app',Publicly,No recent company activity detected,25 Oct 18,1600.0,1.0,'TotalSheets',Pre,"'b2c', 'free to use', 'freemium', 'subscription'",829,Undisclosed,https://totalsheets.com?ref=startuptracker,'TotalSheets is a platform that offers you all the tools you need to create a fully functional online spreadsheet.','TotalSheets',January 1 2018,London UK,https://www.producthunt.com/posts/totalsheets?utm_campaign=producthunt-api&utm_medium=api&utm_source=Application%3A+Startup+Tracker+%28ID%3A+676%29,2900000
428,"'food and beverages', 'entertainment', 'events', 'travel'","'mobile app', 'web app'",Publicly,No recent company activity detected,17 Oct 18,0.0,1.0,'arch',Pre,'free to use',198,Undisclosed,https://archapp.co?ref=startuptracker,'Find thousands of gay-friendly places in hundreds of cities.','Arch',January 13 2018,Brighton UK,https://producthunt.com/posts/arch,0
429,'social networks','service',Privately,No recent company activity detected,22 Jul 18,0.0,2.0,'Hubbite',Pre,"'other', 'free to use'",360,Undisclosed,https://hubbite.com/?ref=startuptracker,'A social network just for reviews','Hubbite',May 31 2018,London UK,https://crunchbase.com/organization/hubbite,0
430,"'food and beverages', 'e commerce', 'health', 'hospitality'","'mobile app', 'web app'",Publicly,No recent company activity detected,12 Oct 18,0.0,3.0,'Eat Safe',Pre,"'b2c', 'b2b', 'advertising', 'affiliation', 'freemium', 'subscription'",1200,Undisclosed,https://eatsafeapp.co.uk?ref=startuptracker,'Eat Safe is a mobile platform that helps people with dietary requirements discover new food.','Eat Safe',February 28 2018,London UK,https://www.crunchbase.com/organization/eat-safe,0
431,"'health', 'insurance'","'other', 'desktop app', 'hardware', 'mobile app', 'physical goods', 'service', 'web app'",Publicly,No recent company activity detected,10 Oct 18,88.0,7.5,'Mark Darly',Post,"'other', 'b2c', 'non profit', 'free to use'",88,Undisclosed,https://logical-reasoning.co.uk?ref=startuptracker,'We compare different solutions to everyday problems that we all come across or will certainly come across within our lives.','Logical Reasoning',February 1 2017,london UK,https://www.crunchbase.com/organization/logical-reasoning,0
432,"'communication', 'e commerce', 'events', 'social networks'","'mobile app', 'web app'",Privately,High company activity detected,9 Oct 18,989.0,7.5,'Padoq',Pre,"'b2c', 'b2b', 'free to use'",460,Undisclosed,http://padoq.com?ref=startuptracker,"'Padoq allows communities to organise themselves more easily, have full control over privacy and above all, move money effortlessly'",'Padoq',August 31 2016,Manchester UK,https://www.crunchbase.com/organization/padoq,4700000
433,'software dev','web app',Privately,No recent company activity detected,9 Oct 18,40.0,1.0,,Pre,"'b2c', 'sales'",40,Undisclosed,https://www.opencommit.com?ref=startuptracker,'Open Commit is a Code Review as a Service platform for developers.','Open Commit',September 2 2018,London UK,https://angel.co/open-commit,0
434,'fashion','web app',Privately,No recent company activity detected,7 Oct 18,1300.0,3.0,'Salon Blocs',Pre,"'b2b', 'commission'",34,Undisclosed,https://www.salonblocs.com/?ref=startuptracker,'FREE Salon Membership app that provide Salon Owners to easily implement a PROFITABLE monthly membership scheme in their Salon','Salon Blocs',June 30 2018,London UK,https://www.crunchbase.com/organization/salon-blocs,3600000
435,"'analytics', 'communication', 'marketing', 'startups'",'web app',Publicly,High company activity detected,6 Oct 18,3200.0,3.0,'SightMill',Pre,"'b2b', 'subscription'",44,Undisclosed,https://sightmill.com?ref=startuptracker,'Great value Net Promoter Score satisfaction survey software that helps you listen to and act on customer feedback','SightMill',May 9 2017,london UK,https://crunchbase.com/organization/sightmill-ltd,1400000
436,"'communication', 'consulting', 'iot', 'events'","'desktop app', 'mobile app', 'service'",Publicly,No recent company activity detected,1 Oct 18,14000.0,30.5,'Loop Email',Pre,"'b2b', 'subscription'",2600,Undisclosed,https://www.intheloop.io/?ref=startuptracker,'Loop brings team messaging to your inbox so you and your team can email and chat from one app.','💌 Loop Email',December 31 2013,London UK,https://angel.co/loop-the-email-messenger,339000
437,'sharing economy',"'desktop app', 'service'",Privately,No recent company activity detected,29 Sep 18,0.0,3.0,'Shaff Prabatani',Pre,"'b2c', 'b2b', 'commission'",1700,Undisclosed,http://www.storemates.co.uk?ref=startuptracker,'Storemates is an online portal that helps storage seekers find information about accessible storage spaces.','Storemates',November 5 2011,London UK,https://www.crunchbase.com/organization/storemates,0
438,'security',"'other', 'service'",Pre,No recent company activity detected,27 Sep 18,0.0,2.0,'Kostadin Kostadinov',Pre,"'b2c', 'b2b', 'subscription'",22,Undisclosed,https://www.safemails.net?ref=startuptracker,"'NextGen Email Privacy Protection helping users exchange private emails end-to-end, easy, fast and secure on all devices.'",'Safemails.Net',February 9 2018,London UK,https://startuptracker.io,0
439,"'education', 'productivity', 'content'",'web app',Publicly,No recent company activity detected,27 Sep 18,1700.0,2.0,"'Andy Roddam', 'Nina Qin'",Pre,"'b2c', 'b2b', 'freemium'",1100,Undisclosed,http://www.revnote.io?ref=startuptracker,'Search and organize all your annotations from web pages and PDFs.','RevNote',June 30 2015,Carlisle UK,https://www.crunchbase.com/organization/revnote,2700000
440,"'other', 'data'","'other', 'service', 'web app'",Publicly,No recent company activity detected,25 Sep 18,1200.0,7.5,'Francesco Bellanca',Pre,"'b2c', 'b2b', 'commission'",263,Undisclosed,https://www.feralhorses.co.uk/?ref=startuptracker,"'An online platform that makes it easy  to discover, experience, and care for art.'",'Feral Horses',April 23 2017,London UK,https://www.crunchbase.com/organization/feral-horses,4000000
441,"'e commerce', 'startups', 'software dev'",'web app',Publicly,No recent company activity detected,24 Sep 18,954.0,1.0,"'Rory Gibson', 'CTX'",Pre,"'b2b', 'commission'",73,Self,https://trolley.link?ref=startuptracker,'Trolley is a payments platform that helps you you take money from paying customers as fast as possible so you can test your startup ideas.','Trolley',September 21 2018,Sheffield UK,https://www.crunchbase.com/organization/trolley,4900000
442,"'other', 'iot', 'hospitality'",'service',Publicly,No recent company activity detected,21 Sep 18,0.0,30.5,'Quimera Energy Efficiency',Post,"'b2b', 'sales'",11700,Undisclosed,http://www.quimeraee.com/?ref=startuptracker,"'Energy Efficiency, ESCO, Energy Saving, Energy Service'",'Quimera Energy Efficiency',March 31 2015,London UK,https://www.crunchbase.com/organization/quimera-energy-efficiency,0
443,"'education', 'finance'","'physical goods', 'service'",Publicly,High company activity detected,19 Sep 18,1800.0,1.0,'Dan Britton',Post,"'b2c', 'b2b', 'sales'",5200,Undisclosed,http://www.thefinancialfairytales.com?ref=startuptracker,"'Financial Fairy Tales empowers children through financial literacy, enterprise awareness, and personal development solutions.'",'Financial Fairy Tales',September 30 2010,Bournemouth UK,https://www.crunchbase.com/organization/financial-fairy-tales,2600000
444,'real estate','service',Publicly,Low company activity detected,17 Sep 18,0.0,1.0,'Simply Move Home',Pre,"'b2c', 'sales'",2300,Undisclosed,http://www.simplymovehome.co.uk?ref=startuptracker,"""Expert advice for First Time Home Buyers, free property intelligence reports, Don't take unnecessary risks when buying your first home.""",'Simply Move Home',December 31 2017,WALLASEY UK,https://producthunt.com/posts/simply-move-home-2,0
445,"'other', 'finance'",'web app',Publicly,High company activity detected,13 Sep 18,857.0,30.5,'rebuildingsociety',Post,'other',5800,Undisclosed,https://www.rebuildingsociety.com?ref=startuptracker,'A business loan platform that allows peer to peer lending with savers who become lenders to small business','RebuildingSociety',September 21 2012,Leeds UK,https://crunchbase.com/organization/rebuildingsociety-com,5400000
446,'finance','other',Publicly,High company activity detected,11 Sep 18,857.0,30.5,'rebuildingsociety',Pre,'other',5800,Undisclosed,http://www.rebuildingsociety.com?ref=startuptracker,'rebuildingsociety.com is an online platform that connects creditworthy businesses with investors who lend money for a healthy return','rebuildingsociety.com',December 14 2011,Leeds UK,https://www.crunchbase.com/organization/rebuildingsociety-com,5400000
447,"'food and beverages', 'entertainment', 'media', 'hospitality'","'desktop app', 'mobile app', 'service'",Publicly,High company activity detected,10 Sep 18,5200.0,30.5,'MatchPint',Pre,"'b2c', 'b2b', 'free to use'",4800,Undisclosed,http://www.matchpint.co.uk?ref=startuptracker,'MatchPint is you best mate for sport. We tell you the nearest pubs showing a game and reward fans with great offers when they get there.','MatchPint',September 9 2011,London UK,https://www.crunchbase.com/organization/match-pint,905200
448,"'consulting', 'marketing', 'productivity', 'sales'",'web app',Publicly,No recent company activity detected,10 Sep 18,1700.0,7.5,'Fortifi',Pre,"'b2b', 'freemium', 'subscription'",301,Undisclosed,https://fortifi.io/?ref=startuptracker,"'Fortifi is a complete cloud based business platform for sales, marketing, billing and customer support teams.'",'Fortifi',September 30 2014,Fareham UK,https://www.producthunt.com/posts/fortifi?utm_campaign=producthunt-api&utm_medium=api&utm_source=Application%3A+Startup+Tracker+%28ID%3A+676%29,2700000
449,"'other', 'design', 'e commerce', 'retail'","'physical goods', 'service'",Privately,High company activity detected,10 Sep 18,1500.0,2.0,'James Coughlan',Pre,"'b2c', 'b2b', 'commission', 'affiliation'",13700,Undisclosed,https://www.bouf.com?ref=startuptracker,"'Bouf.com is a curated marketplace, ensuring you can always find that perfect item - a special gift or a treat for the home.'",'Bouf',September 13 2017,London UK,https://www.crunchbase.com/organization/bouf,3100000
450,'productivity','web app',Publicly,No recent company activity detected,9 Sep 18,22300.0,1.0,'osman ahmed',Pre,"'b2c', 'freemium'",71,Undisclosed,https://notepin.co?ref=startuptracker,'Extremely simple note-taking + blogging','Notepin',February 20 2017,London UK,https://www.crunchbase.com/organization/notepin,213000
451,'hr and recruitment','web app',Publicly,No recent company activity detected,7 Sep 18,0.0,1.0,'A.Enes DABANLIOĞLU',Pre,"'b2b', 'free to use'",29,Self,https://www.forapply.com?ref=startuptracker,"'Easier, faster and free way to collecting CV’s for HR professionals'",'forapply',February 21 2018,London UK,https://startuptracker.io,0
452,"'entertainment', 'music', 'events'","'mobile app', 'web app'",Publicly,High company activity detected,6 Sep 18,45200.0,75.5,'DICE',Post,"'b2c', 'sales'",19300,Undisclosed,https://dice.fm/?ref=startuptracker,'DICE is the best platform to discover and buy tickets for your next amazing live experience','DICE',August 24 2014,London UK,https://www.crunchbase.com/organization/dice,105700
453,"'e commerce', 'travel'",'web app',Publicly,High company activity detected,3 Sep 18,11800.0,30.5,'Daniel Yates',Post,"'b2c', 'free to use', 'commission'",10000,Self,https://www.pitchup.com?ref=startuptracker,'Making it a doddle to book campsites in 53 countries. Member of Financial Times FT1000 fastest-growing companies in Europe 2018.','Pitchup.com',July 22 2009,London UK,https://www.crunchbase.com/organization/pitchup-com,402500
454,"'other', 'marketing'",'web app',Publicly,No recent company activity detected,3 Sep 18,642.0,1.0,'Lead Peep',Pre,"'b2b', 'other', 'subscription'",3,Undisclosed,https://www.leadpeep.com?ref=startuptracker,'Thousands of b2b leads at your fingertips','Lead Peep',August 22 2018,London UK,https://crunchbase.com/organization/lead-peep,7200000
455,"'analytics', 'marketing', 'retail', 'big data'","'other', 'web app'",Publicly,High company activity detected,31 Aug 18,2700.0,30.5,"'Edwina Dunn OBE', 'Clive Humby OBE'",Pre,"'b2b', 'sales'",9100,Undisclosed,http://www.starcount.com/?ref=startuptracker,"'A data science company, blending proprietary technology, machine learning & vast expertise to predict the science of purchase & intent.'",'Starcount',June 19 2013,London UK,https://www.crunchbase.com/organization/famecount,1800000
456,"'food and beverages', 'design', 'retail', 'accounting and legal'",'service',Publicly,High company activity detected,28 Aug 18,23900.0,30.5,'Peter Tuvey',Pre,"'b2b', 'other'",3400,Undisclosed,https://fleximize.com?ref=startuptracker,"'Fleximize launched in January 2014 and provides loans from £5,000 up to £500,000, enabling SMEs to grow.'",'Fleximize',January 20 2014,Ipswich UK,https://www.crunchbase.com/organization/fleximize,199400
457,'startups','web app',Publicly,No recent company activity detected,26 Aug 18,614.0,1.0,'Rory Gibson',Post,"'b2c', 'sales'",3,Self,https://www.ideasarecheap.net?ref=startuptracker,'Ideas-are-cheap lets you pay me $1 for a startup idea','ideasarecheap',July 31 2018,London UK,https://producthunt.com/posts/ideas-are-cheap,7500000
458,'retail','mobile app',Publicly,Sourced by Startup Tracker,24 Aug 18,1200.0,1.0,,Pre,"'other', 'b2c', 'freemium', 'subscription'",9,Undisclosed,http://getva.co.uk?ref=startuptracker,'An app for discovering local deals with your friends','VA',November 7 2017,London UK,https://www.producthunt.com/posts/va?utm_campaign=producthunt-api&utm_medium=api&utm_source=Application%3A+Startup+Tracker+%28ID%3A+676%29,0
459,"'energy', 'iot'","'hardware', 'service', 'web app'",Publicly,High company activity detected,22 Aug 18,1000.0,30.5,"'Erik Nygard', 'Limejump'",Pre,"'b2c', 'b2b', 'sales'",2500,Undisclosed,http://www.limejump.com?ref=startuptracker,'Limejump is a Technology-Driven Utility: harnessing the power of big data to positively disrupt and transform today’s energy market.','Limejump',March 4 2013,London UK,https://www.crunchbase.com/organization/limejump,4500000
460,"'other', 'finance', 'retail', 'real estate'","'mobile app', 'web app'",Publicly,High company activity detected,21 Aug 18,19200.0,30.5,'Appointedd',Pre,"'b2b', 'subscription'",5200,Undisclosed,http://appointedd.com?ref=startuptracker,"'Scalable, cloud-based online booking and scheduling tools with global functionality'",'Appointedd',January 1 2011,Edinburgh UK,https://www.crunchbase.com/organization/appointedd,246800
